S.NO,School_Name,Location,City,Phone,Details
507,Royal Senior Secondary School,Sanjeevani Nagar,"Jabalpur - 482003, Madhya Pradesh,","(0761)-2423344phone9993204840,7581802845","Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1992,
"
508,Ryan International School,M.P.H.B. Colony Bagmugalia Extension Laharpur,"Bhopal - 462026, Madhya Pradesh,",(0755)-2480685phone9691318560,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
509,Ryan International School,"Scheme No. 97/4, VIP Parasper Nagar, Near CAT Road, Rajendra Nagar (Next to IDA Aduitorium)","Indore - 452012, Madhya Pradesh,","(0731)-2971040,2971041phone9827020026","Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
510,Sacred Heart Convent School,"Station Road Padra, Huzur","Rewa - 486001, Madhya Pradesh,",(898) 996-0361,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1998,
"
511,Sagar Public School - SPS,"9-A, Saket Nagar","Bhopal - 462024, Madhya Pradesh,","(0755)-2489601,2489602,2489603,2489604","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 2001,
"
512,Sagar Public School - SPS,"Sikandrabad, Near Ratibad, Bhadbhada Road","Bhopal - 462044, Madhya Pradesh,",(963) 008-0330,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
513,Sagar Public School - SPS,Katara Extension,"Bhopal - 462043, Madhya Pradesh,",(900) 950-0677,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
514,Sagar Public School - SPS Gandhi Nagar,"Near Airport NH-12, Jaipur Road, Gandhi Nagar","Bhopal - 462036, Madhya Pradesh,",(9039010516903) 900-0000,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 2005,
"
515,Sagar Public School - SPS Rohit Nagar,"E-8 Extension, Rohit Nagar","Bhopal - 462039, Madhya Pradesh,",(7697700300777) 100-0000,"Nursery - Class IX,CBSE Board,Private School,Co-Educational School,
"
516,Sahodaya Convent School,"Village Badauli Hauj, Depalpur","Indore - 453115, Madhya Pradesh,",(932) 973-6696,"Play - Class XII,CBSE Board,Private School,Co-Educational School,
"
517,Sai Shri Leelashahji Vidya Niketan,"Khilchipur, Dist. Biavra","Rajgarh - 465674, Madhya Pradesh,",(7489753056992) 650-0000,"Nursery - Class VI,CBSE Board,Private School,Co-Educational School,
"
518,Sainik School Rewa,Civil Lines,"Rewa - 486001, Madhya Pradesh,","(07662)-257109,257113Fax:(07662)254803","Senior Secondary School,CBSE Board,Government School,Co-Educational School,Established in 1962,
"
519,Saint Paul's Convent School,"Plot No. 57, Kumhari Road, Jaora","Ratlam - 457226, Madhya Pradesh,","(07414)-221185,221180,221170,221175phone9827243923,9827838959Fax:(07414)230703","Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
520,Samta Shiksha Niketan,"Bhagwan Mahavir Marg, Sagod Road","Ratlam - 457001, Madhya Pradesh,",(07412)-243066phone9589324306,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
521,Sanmati Higher Secondary School,Residency Area,"Indore - 452001, Madhya Pradesh,",(0731)-2702127Fax:(0731)2702321,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1982,
"
522,Sanskar Academy,"Sanskardhani, in Front of Railway Station, Paniya Road Pachore","Rajgarh - 465661, Madhya Pradesh,",(998) 191-8115,"Nursery - Class X,CBSE Board,Private School,Co-Educational School,
"
523,Sanskar International School,Bilkisganj,"Bhopal - 462011, Madhya Pradesh,","(07562)-267700phone8770616170,9826536032","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 2009,
"
524,Sanskar Public School,"Naugaon, Shivpuri Link Road (Shitla Gate)","Gwalior - 475001, Madhya Pradesh,","(0751)-2230290,4045121phone9301125667,9754581301","High Secondary School,CBSE Board,Private School,Co-Educational School,Established in 2008,
"
525,Sanskarodaya International Academy,Sultanganj,"Raisen - 464881, Madhya Pradesh,",(8109083759964) 410-0000,"Nursery - Class VIII,CBSE Board,Private School,Co-Educational School,
"
526,Sant Chinmaya Public School,"9-B Shivam, Dwarikapuri, Prem Nagar","Gwalior - 474001, Madhya Pradesh,","(0751)-4086309,2373015","CBSE Board,Private School,Co-Educational School,
"
527,Sant Shri Asharamji Bapu Gurukul,"By Pass, Gandhi Nagar","Bhopal - 462001, Madhya Pradesh,","(0755)-2745978phone8077318463,9753845769","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
528,Sant Shri Asharamji Gurukul,By Pass Gandhi Nagar,"Bhopal - 462036, Madhya Pradesh,","(0755)-2745978phone9407803974,9630188716,9753838409","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
529,Sant Shri Asharamji Gurukul,"Ward No. 10, Sindhi Camp","Damoh - 470661, Madhya Pradesh,",(930) 120-2900,"Nursery - Class V,CBSE Board,Private School,Co-Educational School,
"
530,Sant Shri Asharamji Gurukul,"Khandwa Road, Near Bilwali Tank","Indore - 452001, Madhya Pradesh,","9770446078,9644517501Fax:(0731)4094488","Nursery - Class XII,CBSE Board,Private School,Boys Only School,
"
531,Sant Shri Asharamji Gurukul,Parasia Road,"Chhindwara - 480001, Madhya Pradesh,",(9826870621930) 000-0000,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
532,Sarafa Vidya Niketan,"Gumasta Nagar, Scheme No. 71","Indore - 452009, Madhya Pradesh,","(0731)-2380902,2341016,2384662","Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
533,Saraswati Shishu Mandir,"Kedarpur, Shivpuri Link Road","Gwalior - 474009, Madhya Pradesh,",(0751)-2447937phone9425374699Fax:(0751)2447937,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 2004,
"
534,Sardar Patel Public  School,Misrod Hoshangabad Road,"Bhopal - 462026, Madhya Pradesh,","(0755)-2499848,2499849phone9111006343","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1999,
"
535,Satpuda Valley Public School,"Sonaghati, Itarsi Road","Betul - 460001, Madhya Pradesh,",(75090010789826500000000) 000-0000,"Nursery - Class X,CBSE Board,Private School,Co-Educational School,
"
536,Satya Prakash Public School - SPPS,"Polipathar, Gwarighat Road","Jabalpur - 132001, Madhya Pradesh,","(0761)-2667611,2660438","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 2003,
"
537,Savyasachi Vidyapeeth,"Nagziri, Dewas Road","Ujjain - 456010, Madhya Pradesh,",(997) 709-1192,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
538,Scindia Kanya Vidyalaya,Moti Mahal Road,"Gwalior - 474009, Madhya Pradesh,",(0751)-2322137,"Senior Secondary School,CBSE Board,Private School,Girls Only School,Established in 1956,
"
539,SDPS International Girls School,"Campus:- Khandwa Road, Opposite Bilawali Tank","Indore - 452020, Madhya Pradesh,",(975) 414-9007,"Nursery - Class V,CBSE Board,Private School,Girls Only School,
"
540,Sendhwa Public School - SPS,"Shiv Colony, Nivoli Road, Sendhwa","Barwani - 451666, Madhya Pradesh,",(992) 650-6968,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1994,
"
541,Servite Convent Senior Secondary School,"ITI Road, Housing Road","Hoshangabad - 461001, Madhya Pradesh,",(07574)-257935,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
542,Shantiniketan School,Civil Lines,"Hoshangabad - 461001, Madhya Pradesh,",(942) 504-4722,"High Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1981,
"
543,Sharda Vidya Mandir Senior Secondary School,"Barkhedi Kalan, Ratibad Road","Bhopal - 462003, Madhya Pradesh,","(0755)-2696951,2696603phone9285078988","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1987,
"
544,Shemford Futuristic School,"Gangahra Road, Sagra","Rewa - 486001, Madhya Pradesh,",(0766)-2404929phone8966902303,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
545,Shemford Futuristic School,"Gitanjaly Colony, Sioni Road","Chhindwara - 480001, Madhya Pradesh,",(07162)-201061,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
546,Shemford Futuristic School,"Near Police Lines, Patpara Road","Sidhi - 486661, Madhya Pradesh,",(8966902381917) 440-0000,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
547,Shemford Futuristic School,"Near Silwani Gandhi Chauaha, Tehsil Silwani","Raisen - 464551, Madhya Pradesh,",(9893640214741) 560-0000,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
548,Shemford Futuristic School,"Patel Traders Compound, Sandiya Road, Pipariya","Hoshangabad - 461775, Madhya Pradesh,",(9589218585942) 500-0000,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 2012,
"
549,Shemford Futuristic School,"Main Road, Daga, Singrauli","Barwani - 486889, Madhya Pradesh,",(941) 523-2795,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
550,Shemford Futuristic School,"Navrang Park Colony, Birla Road, Satna","Satna - 485001, Madhya Pradesh,","(07672)-411511phone9893281918,8349101327","Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
551,Sherwood School,"Piproli Road, Chirwai Naka, Shivpuri Link Road","Gwalior - 474002, Madhya Pradesh,",(0751)-4044422phone8225007777,"Class I - Class VIII,CBSE Board,Private School,Co-Educational School,
"
552,Shiksha Niketan Higher Secondary School,"Plot No. 148, Ambedkar Nagar, H.I.G Colony","Indore - 452001, Madhya Pradesh,","(0731)-3290148phone9993099960,9303300333","High Secondary School,CBSE Board,Private School,Co-Educational School,
"
553,Shree Balaji Academy,"Satwas Road, Kannod","Dewas - 455332, Madhya Pradesh,","(07273)-287737phone8435155455,9424828283","Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
554,Shree Bhavan's Bharti Public School,"46/2, Kerwa Dam Road, Barkhedi Kalan, Near Shakshi Dhabha","Bhopal - 462044, Madhya Pradesh,","(0755)-2696867,2696850phone9584405555Fax:(0755)2696866","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
555,Shree Kastur Chandra Vidha Mandir,"Shree Kasturchandra Vidha Mandir, 90 Sir Aqumchand Marg, Naliya Bakhal, Naliya Bakhal","Indore - 452002, Madhya Pradesh,",(0731)-2454987,"CBSE Board,Private School,Co-Educational School,
"
556,Shree Sanskar Academy,"Academy Road, Agar Malwa","Shajapur - 465441, Madhya Pradesh,","(07362)-259660,258660,258999,260999","Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
557,Shri Agrasen Vidyalaya,"41-54, Shenh Nagar, Near Lotus Showroom, Sapna Sangeeta, Navlakha","Indore - 452001, Madhya Pradesh,","(0731)-2464059,4096059phone7611130593","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
558,Shri Balaji Public School,"Gram Basaha, Near JDA Scheme No. 41, Post Garha","Jabalpur - 482003, Madhya Pradesh,",(77728294229425800000000) 000-0000,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
559,Shri Bhartiya Sanskriti Shikshan Sansthan,"Shri Vishwanath Dham, Sanwer Road Village, Aima Badodiaema","Indore - 453551, Madhya Pradesh,",(0731)-226453phone8889755508,"Class V - Class XII,CBSE Board,Private School,Co-Educational School,
"
560,Shri CK Chandel Memorial Higher Secondary School,Mandu Link Road,"Dhar - 454001, Madhya Pradesh,",(07292)-280388phone9425045912Fax:(07292)232664,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1988,
"
561,Shri Cloth Market Vaishnav Higher Secondary School,"Shri Vaishnav Vidhya Parisar, 177, South Raj Mohalla","Indore - 452002, Madhya Pradesh,",(0731)-2349114,"Class X - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1951,
"
562,Shri Devi Ahilya Shishu Vihar,Rajaswagram Chhatribagh,"Indore - 452002, Madhya Pradesh,","(0731)-2349011,2342012","High Secondary School,CBSE Board,Private School,Co-Educational School,
"
563,Shri Ganesh Senior Secondary School - SGSS,Padra - Sidhi,"Sidhi - 486661, Madhya Pradesh,","7089903916(Reception),7089903934(Principal)","Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
564,Shri Gujarati Samaj Ajmera Mukesh Nemichandbhai English Medium School,"Scheme No. 54, A.B. Road","Indore - 452001, Madhya Pradesh,","(0731)-2557275,2552325","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1992,
"
565,Shri Guru Tegh Bahadur Academy,"Shri Arvind Marg, Barbad Road","Ratlam - 457001, Madhya Pradesh,","9575303092,9575303097Fax:(07412)244877","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
566,Shri Krishna Public School,"A- 1, Tilak Nagar","Indore - 452018, Madhya Pradesh,","(0731)-2491947,2491937","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
567,Shri Moreshwar Abhyankar Public School - MAPS,"402, Princess Landmark 21/1, 21/2, Ratlam Kothi","Indore - 452001, Madhya Pradesh,",(992) 630-4456,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
568,Shri Ram Centennial School,"Senior School:- Ujjain Highway, Near Aurobindo Hospital Toll","Indore - 452015, Madhya Pradesh,",(9752922222975) 290-0000,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
569,Shri Ramji Lal Senior Secondary School,"Village - Soni, Tehsil - Mehgaon","Bhind - 477557, Madhya Pradesh,","7509979426(Principal),9926688333","Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
570,Shri Sai Academy,"Dongar Gaon, A.B. Road, Mhow","Indore - 453441, Madhya Pradesh,",(07324)-274032phone9826035755,"Play - Class XII,CBSE Board,Private School,Co-Educational School,
"
571,SICA Senior Secondary School,"Plot No. 17, and 17-A, Phase II, Scheme No. 78","Indore - 452010, Madhya Pradesh,","(0731)-2577254,2577271","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
572,SICA Senior Secondary School No. 2,"Scheme No. 54, Vijay Nagar","Indore - 452010, Madhya Pradesh,","(0731)-2550985,2558176","Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
573,SICA Senior Secondary School No. 3,"Iskcon Vihar Colony, Nipania Main Road","Indore - 452010, Madhya Pradesh,",(0731)-2974254,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
574,Siddharth Modern Higher Secondary School,"Sarafa Bazar, Lashkar","Gwalior - 474001, Madhya Pradesh,","(0751)-2635928,3205928","Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
575,Silver Bells Convent School,"Arvind Vihar Housing Board Colony, Baghmugalia","Bhopal - 462043, Madhya Pradesh,",(0755)-2480804phone9981288820,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1995,
"
576,SKS International School,"Opp. to IIM, Pithampur by Pass Road","Indore - 452018, Madhya Pradesh,","(0731)-4253024,4253025","Nursery - Class X,CBSE Board,Private School,Co-Educational School,
"
577,Smt. Kamla Saklecha Gyan Mandir,Bhanpura,"Mandsaur - 458775, Madhya Pradesh,","(07427)-280687,236563Fax:(07427)236568","Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
578,South Valley International School,"Mantri Hills, Betma-Pithampur Link Road, Gram Salampur, Betma","Indore - 453001, Madhya Pradesh,",(93022548799302200000000) 000-0000,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 2007,
"
579,Spring Valley Public School,Kanadia Road Near Bypass,"Indore - 452001, Madhya Pradesh,",(982) 623-7370,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
580,Spring Wood School,Scheme No. 36,"Neemuch - 458441, Madhya Pradesh,",(07423)-226027phone6262226027Fax:(07423)224120,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
581,Sri Aurobindo Public School,"Village Pilikarar, Budhni","Sehore - 466445, Madhya Pradesh,",(07564)-400165phone7024118084,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
582,Sri Bhartiya Sanskriti Shiksha Sansthan - SBSSS,"Shri Vishwanath Dham, Sanwer Road, Villege - Aima Badodiaema","Indore - 453551, Madhya Pradesh,",(07321)-226453phone8889755508,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
583,Sri Guru Harkishan Public School,Khandwa Road,"Indore - 452017, Madhya Pradesh,","(0731)-2440505,2367689Fax:(0731)2479789","CBSE Board,Private School,Co-Educational School,Established in 1981,
"
584,Sri Sathya Sai Vidya Vihar,Gail Vijaipur,"Guna - 473111, Madhya Pradesh,","(0731)-274235,274356","Senior Secondary School,CBSE Board,Private School (Montessori),Co-Educational School,
"
585,Sri Sathya Sai Vidya Vihar,"Scheme No. 54, A.B. Road","Indore - 452010, Madhya Pradesh,",(0731)-2553023Fax:(0731)2577557,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
586,St. Aloysius Senior Secondary School,"Katangi Bypass Road, Rimjha","Jabalpur - 483113, Madhya Pradesh,","(0761)-2688476,2688477","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
587,St. Aloysius Senior Secondary School,"1 Shakti Marg, Cantt.","Jabalpur - 482001, Madhya Pradesh,",(0761)-2620093Fax:(0761)2624970,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1868,
"
588,St. Aloysius Senior Secondary School - Gwarighat Road,"Gwarighat Road, Polipathar","Jabalpur - 482008, Madhya Pradesh,",(0761)-2668877,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 2002,
"
589,St. Alphonsa Convent School,"Shamgarh Retired Colony,  Shamgarh","Mandsaur - 458883, Madhya Pradesh,",(07425)-231334phone9575920825,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 2002,
"
590,St. Anne's Senior Secondary School,"Indore - Bhopal Road, Chanakyapuri","Sehore - 466601, Madhya Pradesh,",(777) 780-0167,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
591,St. Arnold's Higher Senior Secondary School,"74/C, Vijay Nagar","Indore - 452010, Madhya Pradesh,","(0731)-2552705,2577468,2553705phone9893637557,9755182413,7898941647","Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
592,St. Francis Higher Secondary School,"Jinsi, Jehangirabad","Bhopal - 462008, Madhya Pradesh,",(0755)-2573015,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1961,
"
593,St. Gabriel Higher Secondary School,"Ranjhi, Khamaria","Jabalpur - 482005, Madhya Pradesh,",(0761)-2337944,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1959,
"
594,St. George English Medium School,"Deendayalpuram, Mandu Road","Dhar - 454001, Madhya Pradesh,",(843) 532-6171,"Nursery - Class V,CBSE Board,Private School,Co-Educational School,Established in 1998,
"
595,St. George Higher Secondary School,"Navgaon, Ratlam Road","Dhar - 450001, Madhya Pradesh,",(843) 534-1173,"High Secondary School,CBSE Board,Private School,Co-Educational School,
"
596,St. John Vianney School,"Vianney Nagar, Purani Chawani","Gwalior - 474010, Madhya Pradesh,",(0751)-2491795phone9522287796,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 2002,
"
597,St. Joseph School,"Patnipura Main Road, Near Church, Nanda Nagar","Indore - 452011, Madhya Pradesh,",(0731)-4035184,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
598,St. Joseph Senior Secondary School,"Baradwari, Narsinghgarh","Rajgarh - 465669, Madhya Pradesh,","(07375)-245217,245565","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1975,
"
599,St. Joseph's Co-Ed School,"E-6, Areka Colony","Bhopal - 462016, Madhya Pradesh,","(0755)-2565434,4295084Fax:(0755)2562653","Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1986,
"
600,St. Joseph's Convent Girls Senior Secondary School,"1, Ahilya Bai Marg, Sadar","Jabalpur - 482001, Madhya Pradesh,",(0761)-4020444,"Senior Secondary School,CBSE Board,Private School,Girls Only School,
"
601,St. Joseph's Convent Higher Secondary School,Itarsi,"Hoshangabad - 461111, Madhya Pradesh,",(07572)-235582Fax:(07572)235582,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1942,
"
602,St. Joseph's Convent Senior Secondary Girl's School,"Church Road, Idgah Hills","Bhopal - 462001, Madhya Pradesh,",(0755)-2541266,"Nursery - Class XII,CBSE Board,Private School,Girls Only School,Established in 1956,
"
603,St. Joseph's Convent Senior Secondary School,"Mitra Niwas Road, Samta Nagar","Ratlam - 457001, Madhya Pradesh,",(07412)-230168,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
604,St. Joseph's Convent Senior Secondary School,"St Joseph Convent School Road, Sagar Cantt.","Sagar - 470001, Madhya Pradesh,",(07582)-224546,"Class V - Class XII,CBSE Board,Private School,Co-Educational School,
"
605,St. Joseph's Higher Secondary School,Beejanwada Pipariya,"Hoshangabad - 461775, Madhya Pradesh,",(07576)-220974,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
606,St. Joseph's School,Birsinghpur Pali,"Umaria - 484551, Madhya Pradesh,","(07655)-262255phone9926871249,9977660632","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
607,St. Mary Champion Higher Secondary School,"Navdapanth, Dhar Road","Indore - 452002, Madhya Pradesh,",(0731)-2895443phone9981995901,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1992,
"
608,St. Mary's Convent  Senior Secondary School,"Azad Nagar, Dewas Road","Ujjain - 456010, Madhya Pradesh,",(0734)-2512771Fax:(0734)2514771,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1964,
"
609,St. Mary's Convent Senior Secondary School,"Seva Sadan, Tulsi Nagar","Bhopal - 462003, Madhya Pradesh,","(0755)-2557927,4009942","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
610,St. Mary's Convent Senior Secondary School,,"Datia - 455001, Madhya Pradesh,",(07272)-227128,"Class V - Class XII,CBSE Board,Private School,Co-Educational School,
"
611,St. Mary's Higher Secondary School,"Post Office Road, Mhow","Indore - 453441, Madhya Pradesh,",(0732)-4272002,"Nursery - Class XII,CBSE Board,Private School,Girls Only School,
"
612,St. Mary's Higher Secondary School,"Barwaha Narmada Road, Barwaha","Khargone - 451115, Madhya Pradesh,",(07280)-222607,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
613,St. Michael's Senior Secondary School,"NH-75, Amoudha","Satna - 485001, Madhya Pradesh,",(07672)-222224,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1980,
"
614,St. Montfort School,"Patel Nagar, P.B. No. 16, Piplani P.O.","Bhopal - 462021, Madhya Pradesh,","(0755)-2529266,2985841,2752577phone8989441603,8989441595","Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1997,
"
615,St. Norbert Senior Secondary School,"Rangwasa Cat Rau Road, Rau","Indore - 453331, Madhya Pradesh,","(0731)-3295269phone8966932556,9826828918,8966932557","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
616,St. Paul Higher Secondary School,"7, Boundary Road, Near Agriculture College","Indore - 452001, Madhya Pradesh,","(0731)-2492292,2972920Fax:(0731)2492325","Nursery - Class XII,CBSE Board,Private School,Boys Only School,
"
617,St. Paul's Co-Ed School,"PB: 7 Ayodhya Bypass, Anand Nagar","Bhopal - 462021, Madhya Pradesh,","(0755)-2756701,4265232","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1988,
"
618,St. Paul's Convent School,"Plot No. 57, Kumhari Road, Jaora","Ratlam - 457226, Madhya Pradesh,","(07414)-221170,221175,221180,221185phone9827243923,9827838959Fax:(07414)230703","Nursery - Class X,CBSE Board,Private School,Co-Educational School,
"
619,St. Paul's Convent Senior Secondary School,Agar Road Makodia Amm,"Ujjain - 456001, Madhya Pradesh,",(0734)-2554277phone9424667277,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1979,
"
620,St. Paul's School,"Gulmohar, Morar","Gwalior - 474006, Madhya Pradesh,",(0751)-2368255Fax:(0751)2367233,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
621,St. Paul's Senior Secondary School,"Post Box No. 7, Ayodhya Bypass, Anand Nagar","Bhopal - 462021, Madhya Pradesh,",(0755)-2756701,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
622,St. Paul's Senior Secondary School,"Near MGM Hospital, Civil Lines","Katni - 483501, Madhya Pradesh,",(07622)-298110phone7879466319,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
623,St. Pauls Higher Secondary School,Navratan Bagh Colony,"Indore - 452001, Madhya Pradesh,",(0731)-2492292,"Class X - Class XII,CBSE Board,Private School,Co-Educational School,
"
624,St. Raphael Co-Ed School,"86/2, Jatkhedi, Misrod","Bhopal - 462026, Madhya Pradesh,",(0755)-2970690phone8964025788,"CBSE Board,Private School,Co-Educational School,Established in 2003,
"
625,St. Raphael's Girls Higher Secondary School,"15, Old Sehore Road","Indore - 452001, Madhya Pradesh, India",NA,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
626,St. Raphaelâ€™s Higher Secondary School,"15, Old Sehore Road","Indore - 452001, Madhya Pradesh,","(0731)-2702511,2702611","Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
627,St. Teresa's Senior Secondary School,"Carmel Nagar, Sikander Kamboo, Lashkar","Gwalior - 474001, Madhya Pradesh,",(0751)-2436385,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
628,St. Theresa's Girls School,"Piplani, Bhel","Bhopal - 462021, Madhya Pradesh,",(0755)-2756241,"Senior Secondary School,CBSE Board,Private School,Girls Only School,
"
629,St. Thomas Convent Higher Secondary School,Begumganj,"Raisen - 464881, Madhya Pradesh,",(07487)-272645,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1975,
"
630,St. Thomas Convent Senior Secondary School,"G-Sector, Ayodhya Nagar","Bhopal - 462041, Madhya Pradesh,","(0755)-2628494,3291232phone9630042509","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1986,
"
631,St. Thomas Senior Secondary School,"Near Sitamau Fatak, Mhow - Neemuch Road","Mandsaur - 458001, Madhya Pradesh,","(07422)-407027,406730,406728","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1984,
"
632,St. Thomas Senior Secondary School,Begumganj,"Raisen - 464881, Madhya Pradesh,",(0787)-272645phone8109371646,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
633,St. Vincent Pallotti School,"Behind Electronic Complex, Sukhliya, Vijay Nagar","Indore - 452010, Madhya Pradesh,","(0731)-2971923,297223phone7024162886","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 2004,
"
634,St. Xavier's Senior Secondary Co-Ed School,"C-Sector, Berkhaera, Bhel","Bhopal - 462021, Madhya Pradesh,","(0755)-2620072,2620017phone9522560072","Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1982,
"
635,Standard Public School,"Khandwa Road, Opposite Bilawali Tank","Indore - 452001, Madhya Pradesh,","(0731)-2877485phone9424540680,7415001404,7415001405,7415001406","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
636,Stanford International School,"Gram Mindia, Indore Road","Ujjain - 456010, Madhya Pradesh,","(0734)-2508201,2508202phone8989697401","Senior Secondary School,CBSE Board,Private School,Girls Only School,
"
637,Starford Futuristic School,"Kasturb Nagar, Near Rotary Garden","Ratlam - 457001, Madhya Pradesh,",(07412)-471133phone7225945100,"Play - Class VIII,CBSE Board,Private School,Co-Educational School,
"
638,Sun Shine School,"Old Bypass Road, Sonkatch","Dewas - 455118, Madhya Pradesh,","(07270)-222758,222271","Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1995,
"
